Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
X360,2010.0,Fighting,PQube,0.31,85.0,32.0,8.7,26.0,T
PS3,2007.0,Sports,Sony Computer Entertainment,0.31,77.0,30.0,7.5,17.0,E
XB,2003.0,Racing,Vivendi Games,0.31,70.0,14.0,8.9,16.0,E
DS,2010.0,Role-Playing,Atlus,0.31,77.0,23.0,8,21.0,E10+
PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.31,74.0,17.0,7.5,1170.0,T
X360,2009.0,Action,Electronic Arts,0.31,64.0,38.0,6.8,11.0,E10+
Wii,2007.0,Misc,Konami Digital Entertainment,0.31,58.0,9.0,8.1,9.0,E
GBA,2003.0,Sports,Electronic Arts,0.31,70.0,9.0,6.6,5.0,E
XB,2002.0,Sports,Microsoft Game Studios,0.31,72.0,21.0,7.8,12.0,E
PS2,2005.0,Sports,Electronic Arts,0.31,59.0,29.0,7.9,52.0,E
Wii,2008.0,Role-Playing,Eidos Interactive,0.31,73.0,11.0,8.4,14.0,E10+
PSP,2010.0,Role-Playing,Marvelous Interactive,0.31,58.0,10.0,8.1,39.0,T
PS3,2013.0,Role-Playing,Square Enix,0.31,61.0,33.0,7.7,237.0,M
X360,2011.0,Adventure,Deep Silver,0.31,82.0,39.0,7.9,153.0,M
XB,2005.0,Action,Atari,0.31,73.0,39.0,7.3,20.0,T
3DS,2011.0,Puzzle,Square Enix,0.31,49.0,30.0,4.8,13.0,E
XB,2005.0,Action,Midway Games,0.31,78.0,37.0,6.6,19.0,M
WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.31,68.0,5.0,7.4,127.0,T
DS,2011.0,Role-Playing,Ghostlight,0.31,79.0,21.0,8.8,45.0,T
WiiU,2014.0,Action,Sega,0.31,32.0,28.0,3.6,587.0,E10+
PC,2010.0,Strategy,Ubisoft,0.31,79.0,33.0,5.2,213.0,E10+
PSP,2007.0,Racing,Sony Computer Entertainment,0.31,82.0,40.0,8.6,31.0,E10+
X360,2008.0,Platform,Vivendi Games,0.31,62.0,35.0,7.2,26.0,E10+
X360,2009.0,Racing,Codemasters,0.31,66.0,45.0,7,45.0,E
PS4,2015.0,Simulation,Kalypso Media,0.31,76.0,17.0,7.1,110.0,T
PS,2001.0,Action,Take-Two Interactive,0.31,26.0,7.0,3.8,8.0,T
XB,2005.0,Shooter,Ubisoft,0.31,85.0,41.0,8.6,25.0,M
3DS,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.31,65.0,5.0,3.6,7.0,E10+
PS4,2015.0,Action,Activision,0.31,81.0,51.0,3.3,29.0,E10+
X360,2010.0,Action,Capcom,0.31,59.0,69.0,6,61.0,T
PSP,2007.0,Action,Take-Two Interactive,0.31,69.0,15.0,8.1,38.0,M
PSP,2005.0,Platform,Capcom,0.31,79.0,34.0,8.3,44.0,E10+
PS3,2010.0,Action,Namco Bandai Games,0.31,41.0,28.0,1.7,17.0,T
GBA,2002.0,Action,Ubisoft,0.31,81.0,15.0,9,21.0,E
PS3,2008.0,Sports,Bethesda Softworks,0.31,67.0,23.0,5.6,8.0,E
Wii,2011.0,Role-Playing,Nintendo,0.31,73.0,48.0,8,99.0,T
Wii,2009.0,Simulation,Electronic Arts,0.31,58.0,13.0,2.1,35.0,E
X360,2005.0,Sports,Electronic Arts,0.31,71.0,36.0,7.4,8.0,E
X360,2011.0,Sports,Home Entertainment Suppliers,0.31,73.0,14.0,6,8.0,E
XB,2004.0,Misc,Midway Games,0.31,74.0,38.0,7.4,7.0,M
GC,2002.0,Racing,Electronic Arts,0.31,85.0,12.0,6.6,5.0,E
DS,2010.0,Platform,Capcom,0.31,78.0,15.0,8.9,39.0,E
X360,2012.0,Sports,Konami Digital Entertainment,0.31,82.0,33.0,6.9,77.0,E
PS2,2002.0,Racing,LucasArts,0.31,73.0,34.0,8.5,11.0,E
PS2,2001.0,Sports,Sony Computer Entertainment,0.31,52.0,14.0,6.5,8.0,E
PS2,2002.0,Action,Activision,0.31,49.0,21.0,6.1,14.0,M
X360,2010.0,Action,Disney Interactive Studios,0.31,58.0,51.0,6,41.0,T
XB,2002.0,Fighting,Universal Interactive,0.31,32.0,24.0,2.4,10.0,T
PS,2000.0,Platform,Sony Computer Entertainment,0.31,66.0,8.0,7.2,6.0,E
PS3,2014.0,Fighting,Namco Bandai Games,0.31,54.0,32.0,5.3,103.0,T
PS2,2002.0,Action,Sony Computer Entertainment,0.31,59.0,17.0,7.8,4.0,E
PS2,2000.0,Role-Playing,Activision,0.31,54.0,15.0,5.8,8.0,T
PSP,2007.0,Sports,Electronic Arts,0.31,73.0,11.0,6.2,5.0,E
DS,2005.0,Action,Ubisoft,0.3,73.0,22.0,7.8,19.0,E10+
GBA,2005.0,Action,Activision,0.3,62.0,4.0,7.3,12.0,E10+
XB,2003.0,Racing,Microsoft Game Studios,0.3,76.0,41.0,8.3,30.0,E
GBA,2002.0,Racing,TDK Mediactive,0.3,27.0,5.0,8.9,19.0,E
DS,2007.0,Shooter,Konami Digital Entertainment,0.3,83.0,38.0,8.4,45.0,T
GBA,2003.0,Platform,Universal Interactive,0.3,72.0,13.0,7.5,15.0,E
PS3,2009.0,Action,Activision,0.3,66.0,18.0,4.5,4.0,E10+
X360,2011.0,Racing,Activision,0.3,62.0,24.0,4.1,14.0,E
PS3,2013.0,Fighting,Arc System Works,0.3,83.0,16.0,8.3,64.0,T
PC,2012.0,Role-Playing,Electronic Arts,0.3,81.0,25.0,6.6,1097.0,M
3DS,2016.0,Misc,Nintendo,0.3,68.0,37.0,6.8,16.0,E
GC,2002.0,Racing,Acclaim Entertainment,0.3,78.0,18.0,7.9,18.0,E
PS2,2003.0,Action,Capcom,0.3,65.0,34.0,8.2,58.0,T
GBA,2005.0,Adventure,Global Star,0.3,36.0,5.0,3.8,6.0,E
PS2,2005.0,Adventure,Sony Computer Entertainment,0.3,61.0,18.0,8.5,30.0,E10+
XOne,2016.0,Fighting,Namco Bandai Games,0.3,81.0,11.0,8.5,51.0,T
PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.3,75.0,59.0,7.3,89.0,M
PS2,2006.0,Adventure,Sony Computer Entertainment,0.3,62.0,53.0,8.2,40.0,M
PS3,2011.0,Fighting,Rising Star Games,0.3,77.0,26.0,8.2,76.0,T
3DS,2011.0,Action,Ubisoft,0.3,53.0,32.0,5.5,26.0,T
X360,2009.0,Role-Playing,Banpresto,0.3,69.0,49.0,7,57.0,T
PS2,2002.0,Strategy,Tecmo Koei,0.3,77.0,14.0,8.9,17.0,E
X360,2013.0,Racing,Codemasters,0.3,79.0,29.0,6.6,33.0,E
GBA,2003.0,Racing,THQ,0.3,48.0,14.0,5.9,8.0,E
X360,2007.0,Role-Playing,Square Enix,0.3,63.0,4.0,5.8,5.0,T
X360,2011.0,Fighting,Ubisoft,0.3,61.0,13.0,7.5,10.0,E10+
PS2,2000.0,Platform,Ubisoft,0.3,90.0,16.0,8.2,42.0,E
PSV,2012.0,Sports,Electronic Arts,0.3,63.0,6.0,7.3,38.0,E
PS,2000.0,Action,3DO,0.3,74.0,8.0,5.3,4.0,T
PS3,2007.0,Shooter,Midway Games,0.3,77.0,22.0,7.9,48.0,M
PS2,2003.0,Fighting,THQ,0.3,73.0,19.0,8.6,7.0,M
PS2,2000.0,Role-Playing,Ubisoft,0.3,62.0,13.0,5.3,9.0,T
Wii,2008.0,Action,Capcom,0.3,76.0,11.0,8.9,41.0,M
X360,2007.0,Action,Tecmo Koei,0.3,60.0,42.0,7.4,22.0,T
PSP,2010.0,Action,Konami Digital Entertainment,0.3,73.0,28.0,7.5,43.0,M
X360,2008.0,Simulation,Konami Digital Entertainment,0.3,65.0,6.0,7.7,7.0,E
PS2,2004.0,Fighting,Acclaim Entertainment,0.3,55.0,24.0,6.1,7.0,T
PSV,2014.0,Role-Playing,Namco Bandai Games,0.3,67.0,28.0,7.6,131.0,T
PS2,2005.0,Strategy,THQ,0.3,74.0,24.0,8,13.0,M
PS2,2006.0,Simulation,Electronic Arts,0.3,68.0,27.0,8,25.0,T
PS3,2012.0,Fighting,Tecmo Koei,0.3,49.0,19.0,7,19.0,M
PS2,2004.0,Sports,Midway Games,0.3,77.0,30.0,9.5,4.0,T
XB,2003.0,Action,Konami Digital Entertainment,0.3,56.0,22.0,8.4,9.0,E
PSP,2006.0,Misc,Capcom,0.3,72.0,37.0,7,5.0,T
PC,2006.0,Simulation,Deep Silver,0.3,79.0,30.0,8.3,38.0,E10+
XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.3,76.0,11.0,7,18.0,E10+
PSV,2011.0,Platform,Sony Computer Entertainment,0.3,57.0,62.0,5.5,53.0,E10+
PSP,2007.0,Platform,Activision,0.3,52.0,7.0,7.4,9.0,T
DS,2010.0,Role-Playing,Atlus,0.29,85.0,30.0,9,81.0,E10+
PS3,2012.0,Action,Sony Computer Entertainment,0.29,70.0,52.0,7.3,57.0,E10+
X360,2007.0,Action,Electronic Arts,0.29,68.0,38.0,6.8,20.0,E10+
PS2,2002.0,Role-Playing,Ubisoft,0.29,71.0,19.0,8.6,31.0,T
Wii,2009.0,Sports,Ubisoft,0.29,72.0,33.0,8.7,30.0,E
X360,2007.0,Action,Activision,0.29,60.0,51.0,6.3,26.0,E10+
X360,2009.0,Misc,Activision,0.29,57.0,34.0,5.8,17.0,T
DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.29,74.0,14.0,8,8.0,E10+
PC,2004.0,Simulation,Electronic Arts,0.29,90.0,61.0,8.8,676.0,T
GBA,2003.0,Racing,Electronic Arts,0.29,77.0,9.0,8.2,25.0,E
X360,2010.0,Misc,Konami Digital Entertainment,0.29,74.0,36.0,5.4,9.0,T
XB,2002.0,Sports,TDK Mediactive,0.29,72.0,23.0,6.9,9.0,T
Wii,2010.0,Action,Electronic Arts,0.29,67.0,9.0,5.2,5.0,E10+
X360,2009.0,Action,Eidos Interactive,0.29,73.0,44.0,8.4,38.0,E10+
GC,2005.0,Sports,Electronic Arts,0.29,88.0,36.0,8.4,16.0,E
PS2,2000.0,Shooter,Midas Interactive Entertainment,0.29,66.0,11.0,7.7,20.0,T
PSP,2006.0,Shooter,Sony Computer Entertainment,0.29,87.0,58.0,9,118.0,M
DS,2008.0,Role-Playing,Nintendo,0.29,69.0,23.0,7.3,18.0,E10+
X360,2009.0,Action,THQ,0.29,61.0,18.0,6.8,6.0,E10+
PSV,2012.0,Racing,Sony Computer Entertainment,0.29,62.0,51.0,6.4,69.0,E
X360,2005.0,Sports,Electronic Arts,0.29,64.0,35.0,5.6,16.0,E
Wii,2010.0,Sports,Namco Bandai Games,0.29,60.0,9.0,7.6,5.0,E
PC,2005.0,Racing,Electronic Arts,0.29,82.0,19.0,8.5,525.0,T
PS3,2010.0,Shooter,Square Enix,0.29,58.0,42.0,6,30.0,T
PSV,2011.0,Fighting,Capcom,0.29,80.0,48.0,7.7,93.0,T
Wii,2009.0,Strategy,Rising Star Games,0.29,87.0,50.0,8.8,86.0,T
PS3,2009.0,Action,Tecmo Koei,0.29,64.0,27.0,7.3,15.0,T
X360,2010.0,Role-Playing,Square Enix,0.29,67.0,60.0,8.3,126.0,M
DS,2008.0,Strategy,THQ,0.29,60.0,17.0,5.4,7.0,E
XB,2005.0,Shooter,Midway Games,0.29,72.0,43.0,8.1,16.0,M
PS4,2015.0,Action,Activision,0.29,60.0,11.0,5.7,68.0,M
PS4,2016.0,Sports,Konami Digital Entertainment,0.29,72.0,7.0,6.6,8.0,E
PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.29,61.0,56.0,7.1,25.0,M
PS2,2004.0,Platform,Capcom,0.29,68.0,23.0,8.5,63.0,E
X360,2009.0,Shooter,Atari,0.29,82.0,67.0,8.2,73.0,M
PS2,2005.0,Racing,Take-Two Interactive,0.29,58.0,5.0,7.3,8.0,E
PSP,2008.0,Racing,Empire Interactive,0.29,74.0,28.0,8.2,21.0,T
GBA,2003.0,Misc,Atari,0.29,69.0,19.0,8,5.0,E
Wii,2008.0,Simulation,Rising Star Games,0.29,69.0,14.0,8.8,17.0,E
PS2,2005.0,Simulation,Codemasters,0.29,76.0,31.0,8.4,15.0,T
Wii,2007.0,Action,Ubisoft,0.29,70.0,30.0,7.7,21.0,T
GC,2004.0,Role-Playing,Electronic Arts,0.29,74.0,25.0,7.8,19.0,T
DS,2005.0,Adventure,Nintendo,0.29,70.0,51.0,8.1,42.0,T
PSP,2005.0,Role-Playing,Activision,0.29,84.0,30.0,8.2,43.0,T
PC,2014.0,Shooter,Take-Two Interactive,0.29,75.0,55.0,6.2,703.0,M
XB,2007.0,Sports,Electronic Arts,0.29,76.0,6.0,6,4.0,E
Wii,2007.0,Simulation,Nintendo,0.29,77.0,43.0,8,20.0,T
PS3,2012.0,Action,Sony Computer Entertainment,0.29,77.0,71.0,7.8,188.0,T
XB,2003.0,Role-Playing,Ubisoft,0.29,65.0,30.0,7.4,27.0,T
3DS,2012.0,Action,Electronic Arts,0.29,68.0,4.0,3.7,16.0,E
PSP,2010.0,Simulation,Namco Bandai Games,0.29,71.0,30.0,7.2,12.0,T
Wii,2009.0,Sports,Take-Two Interactive,0.29,68.0,5.0,8.5,6.0,E10+
X360,2008.0,Shooter,Codemasters,0.29,43.0,44.0,6.8,87.0,T
3DS,2014.0,Action,Sega,0.29,47.0,21.0,6.3,160.0,E
PS2,2002.0,Misc,TDK Mediactive,0.29,30.0,4.0,5.1,17.0,E
Wii,2007.0,Sports,Konami Digital Entertainment,0.29,83.0,12.0,8.4,45.0,E
PS2,2005.0,Role-Playing,Sega,0.29,81.0,15.0,7.3,26.0,T
PS2,2002.0,Strategy,Tecmo Koei,0.29,79.0,14.0,8.1,31.0,T
PS3,2011.0,Shooter,Ubisoft,0.29,45.0,42.0,5.5,74.0,M
PS3,2013.0,Strategy,Activision,0.29,49.0,6.0,3.6,23.0,E
XOne,2014.0,Action,Konami Digital Entertainment,0.29,76.0,13.0,5.4,348.0,M
PC,2003.0,Simulation,Electronic Arts,0.29,84.0,36.0,8.7,268.0,E
Wii,2007.0,Puzzle,D3Publisher,0.29,71.0,17.0,6.2,5.0,E10+
PS4,2015.0,Role-Playing,Nippon Ichi Software,0.29,80.0,43.0,8.1,173.0,T
Wii,2010.0,Action,Capcom,0.29,65.0,18.0,8.8,13.0,T
PS2,2003.0,Platform,Ubisoft,0.29,76.0,21.0,8.6,38.0,E
PSP,2008.0,Action,Tecmo Koei,0.29,56.0,14.0,7.5,4.0,T
DS,2004.0,Puzzle,Sega,0.29,75.0,55.0,8.1,18.0,T
PS2,2004.0,Shooter,Midway Games,0.29,84.0,46.0,8.9,27.0,M
Wii,2009.0,Action,Capcom,0.29,61.0,30.0,6.5,35.0,M
GC,2004.0,Platform,Vivendi Games,0.29,62.0,13.0,8.3,10.0,E
X360,2007.0,Racing,Electronic Arts,0.29,59.0,29.0,5.2,30.0,E
PC,2011.0,Shooter,Wargaming.net,0.29,80.0,38.0,3.7,1466.0,T
XB,2003.0,Sports,Microsoft Game Studios,0.29,80.0,41.0,9,9.0,E
PS3,2010.0,Adventure,Namco Bandai Games,0.29,72.0,49.0,7.9,35.0,T
WiiU,2013.0,Action,Ubisoft,0.29,86.0,5.0,7.7,207.0,M
GBA,2001.0,Platform,Interplay,0.29,72.0,10.0,5.7,6.0,E
GBA,2003.0,Role-Playing,Nintendo,0.29,76.0,29.0,8.1,24.0,E10+
PS2,2003.0,Racing,Ubisoft,0.28,48.0,9.0,8.3,13.0,E
GBA,2005.0,Action,Atari,0.28,69.0,12.0,8.2,26.0,E10+
PC,2014.0,Sports,Electronic Arts,0.28,82.0,9.0,4.2,383.0,E
XB,2005.0,Action,Take-Two Interactive,0.28,85.0,55.0,8.2,21.0,M
PS2,2001.0,Role-Playing,Midway Games,0.28,73.0,24.0,8.8,55.0,M
Wii,2006.0,Fighting,Atari,0.28,72.0,37.0,8.5,40.0,T
XB,2002.0,Sports,Activision,0.28,58.0,22.0,8,4.0,T
PS2,2003.0,Racing,Namco Bandai Games,0.28,66.0,35.0,6.2,5.0,T
PS3,2007.0,Action,Sega,0.28,40.0,17.0,4.8,16.0,E10+
GC,2003.0,Racing,Acclaim Entertainment,0.28,70.0,18.0,9,4.0,E
PS3,2013.0,Misc,Sega,0.28,73.0,10.0,8.4,108.0,T
XB,2005.0,Fighting,Electronic Arts,0.28,58.0,34.0,7.5,20.0,T
GBA,2006.0,Role-Playing,Nintendo,0.28,92.0,25.0,8.4,190.0,E10+
PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.28,54.0,8.0,5.6,35.0,E10+
PS2,2004.0,Action,Capcom,0.28,90.0,34.0,8.5,35.0,T
X360,2009.0,Shooter,Rising Star Games,0.28,76.0,29.0,8.4,47.0,T
X360,2012.0,Role-Playing,Microsoft Game Studios,0.28,61.0,70.0,4.8,80.0,T
PS3,2007.0,Action,Tecmo Koei,0.28,58.0,23.0,7.9,28.0,T
X360,2009.0,Action,Konami Digital Entertainment,0.28,59.0,39.0,7.4,50.0,M
X360,2006.0,Simulation,Sega,0.28,71.0,60.0,7,72.0,T
PS2,2003.0,Action,Electronic Arts,0.28,56.0,14.0,7.6,21.0,E
XB,2003.0,Fighting,Microsoft Game Studios,0.28,68.0,41.0,8.5,27.0,T
Wii,2007.0,Action,Activision,0.28,57.0,28.0,6.7,7.0,E10+
PS2,2007.0,Action,Empire Interactive,0.28,58.0,24.0,6.6,14.0,M
PSP,2006.0,Adventure,Disney Interactive Studios,0.28,52.0,34.0,8,17.0,T
X360,2011.0,Shooter,Codemasters,0.28,69.0,64.0,6.1,29.0,M
X360,2011.0,Action,Activision,0.28,59.0,53.0,6.7,30.0,T
DS,2007.0,Sports,Ubisoft,0.28,56.0,5.0,7,4.0,E
DS,2009.0,Action,Ubisoft,0.28,69.0,20.0,7.3,22.0,T
PS2,2007.0,Shooter,Sony Computer Entertainment,0.28,70.0,24.0,7.8,12.0,T
PS2,2003.0,Platform,Atari,0.28,64.0,30.0,7.8,10.0,T
PSP,2007.0,Sports,Sony Computer Entertainment,0.28,82.0,12.0,7.2,10.0,E
PS2,2006.0,Racing,Atari,0.28,69.0,41.0,6.9,74.0,M
DS,2006.0,Platform,Capcom,0.28,76.0,37.0,8.3,32.0,E
PS2,2004.0,Fighting,Eidos Interactive,0.28,46.0,23.0,4.7,10.0,M
Wii,2009.0,Misc,Activision,0.28,50.0,12.0,5.2,6.0,T
PS,1998.0,Fighting,Sony Computer Entertainment,0.28,84.0,10.0,8.6,18.0,T
PS3,2010.0,Shooter,Namco Bandai Games,0.28,60.0,44.0,5.9,27.0,M
PS2,2006.0,Role-Playing,505 Games,0.28,71.0,26.0,7.5,22.0,T
PS2,2002.0,Sports,Midway Games,0.28,76.0,22.0,8.9,15.0,E
PS3,2011.0,Action,Ignition Entertainment,0.28,78.0,46.0,7.5,40.0,T
PS3,2010.0,Sports,Activision,0.28,56.0,5.0,6.7,6.0,E
XB,2004.0,Sports,Electronic Arts,0.28,80.0,18.0,7.8,4.0,E
PSP,2008.0,Action,Spike,0.28,70.0,21.0,7.5,6.0,T
XB,2001.0,Action,Konami Digital Entertainment,0.28,84.0,23.0,8.3,39.0,M
WiiU,2014.0,Action,Nintendo,0.28,71.0,34.0,7.1,133.0,E
PS2,2001.0,Sports,THQ,0.28,57.0,11.0,5.8,4.0,E
PS2,2002.0,Sports,Midway Games,0.28,82.0,19.0,8.4,11.0,E
X360,2009.0,Platform,Capcom,0.28,70.0,65.0,7.3,87.0,M
X360,2010.0,Misc,Electronic Arts,0.28,66.0,18.0,6.6,16.0,E
PS3,2009.0,Misc,Electronic Arts,0.28,66.0,13.0,7.1,7.0,E
PS3,2011.0,Action,Sony Computer Entertainment,0.28,61.0,41.0,6.5,17.0,E10+
PS2,2001.0,Shooter,Eidos Interactive,0.28,65.0,23.0,4.9,11.0,T
X360,2011.0,Sports,505 Games,0.28,55.0,14.0,3.9,13.0,E
X360,2007.0,Fighting,Sega,0.28,89.0,36.0,7.6,62.0,T
PS2,2009.0,Action,Activision,0.28,55.0,4.0,7.5,13.0,T
X360,2013.0,Strategy,Activision,0.28,59.0,3.0,5.6,25.0,E
GC,2001.0,Sports,Acclaim Entertainment,0.28,78.0,15.0,7.7,10.0,T
PS3,2014.0,Action,Namco Bandai Games,0.28,71.0,28.0,7.3,46.0,T
XB,2005.0,Action,Activision,0.28,60.0,43.0,7.8,17.0,M
PS2,2003.0,Sports,Acclaim Entertainment,0.28,65.0,21.0,7.7,19.0,T
Wii,2006.0,Adventure,THQ,0.28,56.0,15.0,5.8,8.0,E10+
GBA,2003.0,Platform,Konami Digital Entertainment,0.28,91.0,29.0,9.1,127.0,T
PS2,2002.0,Adventure,Ubisoft,0.28,57.0,9.0,7,4.0,E
DS,2009.0,Role-Playing,Atlus,0.28,80.0,26.0,8.7,69.0,M
PS3,2013.0,Shooter,Electronic Arts,0.28,58.0,27.0,6.7,100.0,M
PSP,2011.0,Misc,Sony Computer Entertainment,0.27,74.0,41.0,7.2,35.0,E
Wii,2009.0,Action,Activision,0.27,75.0,12.0,8.3,6.0,E10+
XB,2003.0,Fighting,Microsoft Game Studios,0.27,65.0,32.0,6.5,8.0,M
PS3,2009.0,Misc,Activision,0.27,59.0,33.0,4.7,9.0,T
GC,2004.0,Fighting,Atari,0.27,66.0,9.0,5.8,12.0,T
DS,2006.0,Platform,Activision,0.27,71.0,17.0,6.4,9.0,E
PS3,2008.0,Action,Sony Computer Entertainment,0.27,78.0,42.0,8.1,87.0,M
XB,2001.0,Sports,Midway Games,0.27,79.0,20.0,8.7,11.0,E
X360,2013.0,Racing,Codemasters,0.27,78.0,51.0,5.8,156.0,E
PS,2000.0,Adventure,THQ,0.27,51.0,8.0,6,7.0,M
Wii,2011.0,Action,Electronic Arts,0.27,64.0,6.0,3.6,21.0,E10+
PS,2001.0,Sports,Acclaim Entertainment,0.27,67.0,11.0,8.1,7.0,E
PC,2014.0,Action,Bethesda Softworks,0.27,68.0,18.0,5.9,721.0,M
X360,2008.0,Misc,Konami Digital Entertainment,0.27,38.0,28.0,5.1,17.0,T
X360,2011.0,Action,Capcom,0.27,72.0,48.0,7.5,60.0,M
Wii,2008.0,Simulation,Destineer,0.27,41.0,7.0,5.4,18.0,T
PS2,2004.0,Sports,Sony Computer Entertainment,0.27,61.0,57.0,7.2,13.0,E
PS2,2002.0,Racing,Codemasters,0.27,81.0,22.0,8.5,20.0,T
GC,2003.0,Role-Playing,Nintendo,0.27,80.0,48.0,9,59.0,T
X360,2010.0,Action,Sega,0.27,41.0,35.0,5.9,54.0,T
PS2,2004.0,Action,Ubisoft,0.27,65.0,24.0,8.6,12.0,T
PSP,2007.0,Action,Take-Two Interactive,0.27,81.0,36.0,7.8,21.0,M
XB,2004.0,Racing,Microsoft Game Studios,0.27,87.0,69.0,9.1,33.0,E
DS,2005.0,Puzzle,Namco Bandai Games,0.27,71.0,41.0,7.1,7.0,E
X360,2012.0,Racing,Codemasters,0.27,64.0,33.0,5.7,22.0,E
WiiU,2012.0,Misc,Nintendo,0.27,60.0,21.0,5.4,18.0,E10+
X360,2006.0,Sports,Electronic Arts,0.27,79.0,49.0,5.3,167.0,E10+
PC,2004.0,Strategy,Atari,0.27,81.0,39.0,5,346.0,E
GC,2002.0,Platform,Electronic Arts,0.27,69.0,12.0,8.7,15.0,E
GBA,2002.0,Fighting,THQ,0.27,73.0,10.0,7.5,6.0,E
PS2,2004.0,Role-Playing,Square Enix,0.27,67.0,21.0,8.4,20.0,T
XB,2005.0,Racing,Electronic Arts,0.27,79.0,25.0,5.9,7.0,E
PS2,2004.0,Shooter,THQ,0.27,70.0,26.0,8.5,21.0,M
XOne,2015.0,Action,Electronic Arts,0.27,60.0,26.0,4.3,77.0,E
X360,2008.0,Shooter,Sega,0.27,76.0,63.0,6.8,43.0,M
XB,2001.0,Sports,Electronic Arts,0.27,89.0,17.0,8.8,5.0,E
XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.27,69.0,20.0,6.8,36.0,E10+
X360,2013.0,Role-Playing,Square Enix,0.27,69.0,21.0,6.6,222.0,T
PS2,2005.0,Action,Capcom,0.27,75.0,52.0,8.3,62.0,M
PS3,2011.0,Racing,Activision,0.27,62.0,16.0,3.7,15.0,E
PS2,2007.0,Action,Electronic Arts,0.27,61.0,17.0,8,28.0,E10+
Wii,2010.0,Action,Activision,0.27,41.0,15.0,6.5,8.0,T
PS2,2007.0,Racing,THQ,0.27,71.0,8.0,6.4,8.0,T
Wii,2010.0,Sports,Take-Two Interactive,0.27,62.0,12.0,5.8,4.0,E10+
XB,2005.0,Action,Activision,0.27,62.0,46.0,6.6,8.0,T
PS2,2000.0,Racing,Namco Bandai Games,0.27,77.0,16.0,6,5.0,E
3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.27,68.0,7.0,6.8,38.0,T
PS3,2011.0,Action,Electronic Arts,0.27,77.0,56.0,8.1,124.0,M
PC,2010.0,Strategy,Ubisoft,0.27,76.0,33.0,8.1,176.0,T
GC,2003.0,Sports,Electronic Arts,0.27,84.0,17.0,9,4.0,E
PS2,2002.0,Shooter,BAM! Entertainment,0.27,56.0,16.0,7,4.0,M
GC,2006.0,Simulation,Electronic Arts,0.27,66.0,15.0,7.3,8.0,T
3DS,2014.0,Action,Unknown,0.27,69.0,16.0,7.6,32.0,E
PC,2011.0,Strategy,Kalypso Media,0.27,78.0,46.0,7.7,359.0,T
X360,2007.0,Sports,Take-Two Interactive,0.27,79.0,23.0,8.4,21.0,E
PS2,2003.0,Simulation,Konami Digital Entertainment,0.27,75.0,13.0,8.9,21.0,T
XB,2002.0,Sports,Electronic Arts,0.27,78.0,20.0,7.9,7.0,T
PS2,2005.0,Fighting,Namco Bandai Games,0.27,52.0,14.0,8.3,21.0,T
X360,2010.0,Strategy,Ubisoft,0.27,78.0,45.0,7,38.0,T
PS2,2004.0,Strategy,Atari,0.27,66.0,20.0,8.3,6.0,E
X360,2011.0,Sports,Ubisoft,0.27,41.0,8.0,7.4,7.0,E
PS3,2006.0,Sports,Sony Computer Entertainment,0.27,63.0,24.0,6.3,10.0,E
X360,2011.0,Shooter,Ubisoft,0.27,47.0,62.0,5.7,109.0,M
DS,2008.0,Misc,Ubisoft,0.27,59.0,4.0,6.7,6.0,E
DS,2005.0,Racing,Electronic Arts,0.27,45.0,4.0,6.1,22.0,E
X360,2009.0,Shooter,SouthPeak Games,0.27,69.0,49.0,7.3,59.0,T
XB,2003.0,Sports,Sega,0.27,87.0,18.0,8.2,25.0,E
PS2,2002.0,Misc,Pacific Century Cyber Works,0.26,46.0,14.0,8.4,11.0,T
PS3,2012.0,Action,Activision,0.26,40.0,9.0,6.4,31.0,M
X360,2007.0,Sports,Take-Two Interactive,0.26,75.0,22.0,6.8,52.0,E10+
DS,2007.0,Simulation,Majesco Entertainment,0.26,46.0,9.0,7,6.0,E
X360,2010.0,Strategy,PopCap Games,0.26,89.0,27.0,8.2,160.0,E10+
PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.26,73.0,28.0,8.5,79.0,T
PS2,2001.0,Action,Take-Two Interactive,0.26,53.0,16.0,7.3,11.0,M
X360,2008.0,Action,Sega,0.26,55.0,42.0,6.4,24.0,T
XB,2002.0,Shooter,Sega,0.26,90.0,41.0,8.5,64.0,T
DS,2010.0,Simulation,Nintendo,0.26,87.0,4.0,5.6,9.0,E
DS,2008.0,Role-Playing,Konami Digital Entertainment,0.26,76.0,24.0,7.4,37.0,E10+
X360,2006.0,Action,Electronic Arts,0.26,51.0,48.0,6.2,49.0,T
DS,2009.0,Role-Playing,Atlus,0.26,84.0,28.0,8.8,79.0,T
